population,infection_rate,recovery_rate,initial_infected,steps,peak_infected
213,0.7420353939617849,0.015332130443931773,17,140,204
236,0.5648462336557817,0.31884124184170587,3,101,155
81,0.47772425162531146,0.48728544630250886,1,183,41
299,0.0647581533534131,0.39808669318885276,18,94,43
247,0.16968699493780692,0.4656030736674311,14,184,62
135,0.7972411717518,0.3967468243688646,16,64,107
250,0.3221343309303223,0.43690381002935397,17,79,99
113,0.6637872609225628,0.25282878199781145,18,199,83
165,0.4403764626247752,0.14590509696363257,11,179,105
259,0.36077800220953105,0.23809414974738305,6,195,141
101,0.5796629498598299,0.09029298383103235,3,142,80
257,0.18044178941163636,0.39796155925718196,12,103,69
284,0.22345794093804155,0.46733588859350317,17,69,79
224,0.44833539306024356,0.21750961386433437,13,89,144
153,0.18595345473700758,0.3295324230260618,13,103,59
212,0.15670519806904326,0.3801879586730139,8,137,48
143,0.8485352535196384,0.2329571670108594,9,159,116
294,0.6551992394059007,0.2899878822621552,15,79,203
168,0.31218588975517636,0.4683314381492753,13,175,59
139,0.7955884566520373,0.3516086755203415,2,119,107
191,0.8077628915262247,0.07620102659176374,10,138,169
164,0.41387786514514596,0.03857789816132329,11,128,135
127,0.6334900503865513,0.06437073226432483,18,125,104
167,0.652213602138656,0.12984064065661344,14,105,132
207,0.3960062913151651,0.3395114837998029,19,113,102
241,0.8399074200978985,0.17697402959175668,19,166,203
276,0.19831767733023736,0.17069210337110666,18,62,129
249,0.3004163406567684,0.44008796568073005,3,191,95
115,0.22573253247509084,0.39235632072638976,19,131,45
94,0.1431497302206558,0.37903491172187115,6,82,24
292,0.34618965295116794,0.47408786445623063,20,105,111
54,0.6604414165110642,0.4346827003821036,20,138,39
67,0.7503231603671213,0.22334241604742172,19,50,51
92,0.19800448203035798,0.3295190889170999,11,114,26
299,0.558988843909227,0.12893902756371656,5,65,234
278,0.08073938471488806,0.07063262760340229,18,196,120
125,0.7214484984555193,0.18716217058935483,18,180,99
265,0.7241413321320245,0.33302535492651414,12,178,188
150,0.22985130375352597,0.18765036811905816,14,125,72
247,0.4570142338883156,0.42158637212225775,20,194,117
76,0.2980847024271657,0.4588356029128942,14,59,30
74,0.07067033538206163,0.4951834645946185,3,173,12
214,0.6341987692694061,0.48066224482964476,1,170,149
64,0.4355238183423156,0.21278743667342312,6,188,41
159,0.49022997986807243,0.13865308398045723,11,155,115
279,0.16430536785558125,0.3622433182918171,16,122,80
98,0.7987094959422298,0.35656131224233556,9,98,80
299,0.8702071346134589,0.3082277047075792,9,148,256
149,0.41905293423515494,0.3077843183332776,5,134,85
168,0.5125351320504931,0.35851031030971453,2,151,107
75,0.5138389086310405,0.48351411609386685,3,110,41
54,0.12224706090491894,0.2528582808602458,10,175,18
110,0.5327700018854129,0.14050733081320893,2,189,73
219,0.3524009040551819,0.20568097863688575,10,119,116
222,0.43983842575980264,0.1819329712670119,4,161,145
113,0.13601779916900603,0.41801594673117104,5,148,32
181,0.052920999492645004,0.4394027182055809,10,130,20
227,0.8496400459815983,0.11371352032881739,19,134,207
271,0.4528672813520904,0.4930110430822193,2,127,123
75,0.39188366093608085,0.46326783237523944,5,69,34
109,0.12111657814507958,0.08055702407307852,13,116,48
60,0.4597241863422374,0.22552989721074285,2,173,39
88,0.7336006303772528,0.14290024736604195,6,135,67
147,0.4019684191809012,0.3545004595972005,13,85,75
130,0.16202258085114019,0.36533269240801586,13,100,44
108,0.768672526157971,0.20961429229528386,9,97,82
71,0.5531146493911028,0.07990168016830591,6,139,56
250,0.8536832324164029,0.45239423195124545,3,121,213
284,0.7120134264036534,0.3495765769502168,1,127,212
88,0.8746178734838411,0.05797205175795477,18,110,83
157,0.7362315207627625,0.39495232426296845,2,149,117
241,0.31177615181369667,0.09719503279193051,19,174,160
247,0.46964662758986353,0.07694618192653829,1,103,196
237,0.7516611681949457,0.40633460256794746,3,126,178
143,0.0546072135855919,0.15501218535445452,9,63,31
166,0.8103334444071444,0.3757500082466834,4,61,140
192,0.5631517170599356,0.4826985993493615,11,74,103
111,0.4320253843536279,0.39291953479783814,5,57,58
130,0.8752557465726459,0.4969921918392896,12,198,104
145,0.22646254335373428,0.44275659375892695,14,200,44
52,0.7813293532778346,0.02577983477803992,4,52,50
71,0.3400929237493656,0.13289785857388609,13,174,49
197,0.36821861312313797,0.2657343787654238,10,140,102
270,0.3560046417260473,0.13496685884821952,2,52,161
242,0.7880660962941507,0.4504147815753699,13,116,204
199,0.32585570308673445,0.04420160457219303,2,190,159
295,0.4514470428563333,0.029261570685101303,9,119,261
112,0.41608992184710963,0.17173726584551102,17,160,76
171,0.8775509792716234,0.07936099068475141,3,67,160
118,0.20025287866926433,0.06503263025598605,10,165,70
130,0.1850629824839048,0.1049408028323333,2,188,70
282,0.48245265549307315,0.07667473654373523,15,191,214
164,0.15095660986816983,0.3739705899636202,9,105,49
246,0.7586655219216404,0.32842321044983896,8,78,196
245,0.48518053911945347,0.21789832271589274,4,56,147
159,0.503942110758908,0.2512299742918083,1,111,96
272,0.23906595023850252,0.03705683769076019,20,60,201
101,0.8955752056773236,0.25394897883674306,3,189,96
138,0.8860620675050527,0.13314939930752148,18,85,113
102,0.12416407758942433,0.42202416359871986,18,93,28
158,0.8918580565056096,0.4866190500369252,19,71,131
290,0.42744541285922133,0.2584259176368808,16,106,151
164,0.8214710235932466,0.332277687223767,4,153,132
89,0.43478072216987423,0.016536335392220217,5,56,84
104,0.5337411167395355,0.011089919444714155,5,93,101
137,0.8750629839534482,0.2380221063136945,14,133,110
266,0.8186565432515196,0.2920870078802796,12,153,221
229,0.33870986995160834,0.18648952213823392,3,159,132
115,0.33585787665864636,0.047407227419279184,8,129,88
139,0.49423520843835267,0.44358374369202014,2,146,86
137,0.6153687400629506,0.2493720846086599,11,63,98
294,0.07971952519897253,0.48988961138891923,14,71,42
182,0.32674022136007946,0.023181267226191304,3,177,155
165,0.4174556191903158,0.2160431206689586,14,176,93
142,0.22418691627989923,0.1578187504841996,11,111,80
252,0.44356146815789904,0.299667054352493,2,198,127
56,0.844495091865502,0.11122278646133665,15,67,52
116,0.07406289610540256,0.4132815848870267,14,114,21
175,0.1173997246953197,0.23809204419663502,15,69,53
237,0.11707251056564516,0.4499280780629072,10,141,46
269,0.7694166376924557,0.40041877836324014,7,106,201
161,0.7105411811055624,0.1929958014193688,18,174,128
287,0.2643326347197318,0.07725818672509187,19,123,182
191,0.8865593319196761,0.2610589608052582,5,190,169
289,0.31934551553360124,0.06189981268682771,5,171,214
192,0.0685780956189274,0.33382757912353034,1,180,30
118,0.8954014039019691,0.06604009501586156,11,182,109
267,0.31960077397661296,0.1876363197832033,9,105,154
95,0.38433440626293747,0.4774458503545424,19,153,41
153,0.289643647596573,0.28491172230899475,7,109,68
68,0.5928406395750221,0.013304894132600636,19,104,62
194,0.7517859411256144,0.1606410398941422,20,137,157
176,0.07561966293805336,0.06276483532533599,17,116,83
184,0.3974715445315031,0.2520805664161097,7,139,108
262,0.5280228969676241,0.08490695292923628,2,106,207
139,0.08056517986494778,0.4045919099784333,1,155,26
70,0.0974877200935331,0.3244167750716511,2,177,14
131,0.07601722855819751,0.2690443835781216,14,165,30
231,0.3591586551629089,0.4258522477932665,8,99,101
140,0.3143940134229326,0.1459938688757448,16,171,83
198,0.24133528643873137,0.3657428770366972,7,87,75
234,0.6005188210433559,0.06956973882017146,5,63,202
73,0.23417990500645486,0.3606775850909457,15,63,23
168,0.3596384232269248,0.03525436544689229,16,108,128
50,0.107885488769048,0.4434333638692783,7,112,10
185,0.24327049753939844,0.4985105233701083,2,98,51
218,0.8863833487432102,0.3146367915884027,3,193,203
235,0.40139319153218883,0.22367060980451328,13,103,125
246,0.8702658808644264,0.24789786374278383,5,58,212
244,0.3835290982543033,0.07133929970659379,18,59,178
184,0.21324099084143627,0.49697862111366675,19,52,54
94,0.6724588526119585,0.21265562298557011,12,174,71
139,0.23722748028184593,0.3960711516914681,4,71,46
160,0.25341950014177406,0.19774402707919625,4,156,78
206,0.2835461432318319,0.222152164881638,13,52,103
262,0.10917902582121178,0.07681935176906535,7,84,119
130,0.23044513129554145,0.27785204391827806,2,140,53
233,0.7088991288414116,0.12468913262823271,10,195,200
64,0.673621789872623,0.34571842462832064,16,110,42
58,0.35465392352859804,0.40372448471435135,11,78,32
76,0.8542833033490376,0.4168404478964936,1,166,63
195,0.8464550732639626,0.21144203106607085,20,122,163
122,0.7678974358221918,0.4740470897503664,13,131,87
234,0.7469895905793151,0.10477751512998762,9,114,195
241,0.05856310160146755,0.19697715568584367,12,144,49
111,0.05465104648677935,0.29718782373576774,10,156,14
178,0.8540997145878089,0.10252008629590222,9,135,162
66,0.6049839220798543,0.14406333224884285,17,83,50
209,0.7332863493271778,0.0425341560765619,1,190,192
278,0.8451044061738319,0.1920261590969029,1,58,235
198,0.45350523578175084,0.059527497794832844,7,96,165
226,0.5753210648120325,0.23673133469777968,3,110,147
102,0.628345248179312,0.010256383116024564,8,185,98
244,0.42725089805316985,0.2866043001578771,3,64,131
241,0.4647627668305419,0.16617108671194258,3,73,167
173,0.7019042843298917,0.43999210813231965,16,137,123
126,0.556550627963706,0.20226961665155288,19,141,86
263,0.7281483782623603,0.3028222670939751,17,86,189
284,0.8930720226955633,0.41313063242289755,6,54,256
174,0.8695820803173683,0.3764994879744127,14,163,150
128,0.1210817389684548,0.23450354155419975,20,134,37
253,0.10606496950205588,0.0824468789011803,16,104,114
137,0.699779043344319,0.3457952561169154,19,189,97
293,0.6200409942802856,0.11256097414479625,14,144,235
182,0.6713080837764414,0.47216183907312304,17,139,115
96,0.771507830323363,0.3138495034454457,12,190,76
258,0.5215422802643843,0.016389760818511862,19,65,237
300,0.6818747711438324,0.33744085625531917,14,72,213
279,0.22721622961349863,0.07101540917437242,16,119,192
185,0.611045671400304,0.05495416043683649,8,71,166
250,0.7863580997615659,0.2243322362823955,15,113,198
207,0.4250101183676094,0.1930990828610442,13,52,129
161,0.1891168592158966,0.40075684449052074,7,138,45
262,0.5832131092919335,0.08372967885115908,18,152,208
224,0.7435578302153057,0.20419732456793968,3,117,172
151,0.6372527275829244,0.2123908342434891,3,60,120
271,0.7690383924041035,0.4478574293570992,17,77,209
165,0.8936099987727807,0.02301367722852692,10,153,157
278,0.8913811066933974,0.10442612408576997,1,112,254
145,0.6270487185481503,0.066443667672443,5,54,125
165,0.17464923247333994,0.07467226881936899,4,179,98
222,0.8885625744625815,0.3129796032924672,11,52,198
84,0.2258607845882682,0.25989763062648263,12,142,31
176,0.12422787063677944,0.045740694930765845,14,136,98
91,0.6253909201688054,0.2897137809100488,7,96,68
224,0.55354818670891,0.24563749497537396,14,83,156
68,0.10566318998797541,0.21003420673009848,20,127,20
104,0.09899521815673404,0.4760012803480085,15,76,20
51,0.37720669533835455,0.09716158598726415,6,145,36
199,0.5271889972996241,0.3267513934696837,10,126,120
143,0.4275151626943501,0.32914142701649113,20,57,86
64,0.8186993833458011,0.18696570808999566,20,103,57
164,0.10090079808388577,0.2169704078853724,19,97,45
253,0.6988584462731706,0.10101897714245728,10,61,217
53,0.4246916265409575,0.3624204351925661,1,168,29
74,0.09810799445175326,0.30536910011560736,17,92,17
88,0.4977871010393905,0.16850681070937018,6,157,64
215,0.5998918943832858,0.340996542010533,3,188,128
230,0.7252646786656914,0.09803932845905039,10,83,184
144,0.40976234821914037,0.41548759827755044,1,110,72
96,0.46906810178870534,0.18304516213222874,14,198,59
115,0.666945577374376,0.4852418551920654,1,96,76
107,0.8235516517320866,0.11063282590364397,12,84,89
268,0.20202397414921586,0.339938859587178,8,53,93
91,0.6983265002373185,0.4921321359376916,3,77,64
68,0.5622957122573538,0.2714285940927172,13,130,40
274,0.7823464736993784,0.10761044881661452,13,105,236
289,0.18283087603664955,0.19367406144702956,14,74,109
268,0.6905005529885325,0.03726283315996989,3,194,244
200,0.8518131966554602,0.2517765270150489,7,119,170
263,0.10109138321754647,0.29156005985838274,16,65,58
105,0.7699016766575597,0.1029894866494229,9,53,90
296,0.5588582978149614,0.22916607020650767,15,191,209
131,0.6069852070603917,0.07025746373031447,6,93,119
175,0.7724822098593672,0.478696442180769,12,138,134
201,0.14150518082167846,0.3732988314450682,20,200,59
116,0.8164139252061201,0.4219566549948724,20,106,90
125,0.8720445605948651,0.2930532095373693,20,155,105
261,0.15136043135983498,0.28949428605200345,7,88,78
285,0.06365146551138945,0.45673295213275333,2,132,34
267,0.8008094014860556,0.34389594023656667,5,145,210
83,0.17826551871006602,0.10961370425573261,5,199,46
218,0.40220940874793515,0.026426900648609357,15,70,183
299,0.8682693020259379,0.30769803540777335,16,63,262
199,0.2389061974679697,0.08586064821221001,6,137,121
84,0.10077796120031358,0.4781486725803314,11,193,18
255,0.10175846718344411,0.37168628954799354,7,61,48
188,0.5712319656282207,0.4278046552106634,18,188,110
292,0.28442987970388955,0.4394862834518966,6,122,117
54,0.43801963814526035,0.1377462570595485,14,166,43
206,0.5988205647741992,0.33154148059615746,16,147,135
99,0.26112890292907637,0.4276711507261135,1,120,37
225,0.25353699761499204,0.1570915186413802,16,160,114
93,0.35302986886235305,0.24630764207597577,6,67,43
183,0.13269705443005642,0.2928198177773457,4,82,54
63,0.6276732664477794,0.3292992011097487,13,200,36
112,0.47490173344205383,0.08987734273950083,10,131,85
200,0.7423509791537091,0.07134843299802741,17,78,176
103,0.20588925483458198,0.35896884790202643,17,149,25
181,0.45547863521241094,0.0737806533551057,9,200,144
125,0.8145775752229951,0.48410487369282984,3,195,101
291,0.19969764249757643,0.09224123978777704,5,121,163
